id;origen;fuente;no_enviar_email;no_llamar;compra;visitas_total;tiempo_en_site_total;paginas_vistas_visita;ult_actividad;ambito;ocupacion;conociste_google;conociste_revista;conociste_periodico;conociste_youtube;conociste_facebook;conociste_referencias;score_actividad;score_perfil;descarga_lm
624095;Landing Page Submission;Direct Traffic;No;No;1;3;131;3;Converted to Lead;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;;;No
624090;Landing Page Submission;Google;No;No;0;4;103;4;Email Opened;Travel and Tourism;;No;No;No;No;No;No;;;No
624084;Landing Page Submission;Organic Search;No;No;0;3;113;3;Page Visited on Website;Healthcare Management;;No;No;No;No;No;No;;;Yes
624080;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
624070;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;;;No
624042;Landing Page Submission;Google;No;No;1;3;1742;3;SMS Sent;Operations Management;Working Professional;No;No;No;No;No;No;;;No
623975;Landing Page Submission;Direct Traffic;No;No;0;7;5;7;Email Opened;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;;;Yes
623966;Landing Page Submission;Direct Traffic;No;No;0;2;269;2;Email Opened;Healthcare Management;;No;No;No;No;No;No;;;Yes
623955;Landing Page Submission;Direct Traffic;No;No;0;2;35;2;Email Opened;Human Resource Management;;No;No;No;No;No;No;;;Yes
623948;Landing Page Submission;Google;No;No;1;5;418;2.5;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;;;No
623943;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;;;No
623936;Landing Page Submission;Direct Traffic;No;No;0;1;1112;1;Converted to Lead;Human Resource Management;Unemployed;No;No;No;No;No;No;;;Yes
623925;Landing Page Submission;Direct Traffic;Yes;No;1;4;1040;4;SMS Sent;International Business;Unemployed;No;No;No;No;No;No;;;Yes
623915;Landing Page Submission;Direct Traffic;No;No;1;7;1003;2.33;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;14;18;Yes
623906;Landing Page Submission;Organic Search;No;No;0;3;48;3;Email Opened;Finance Management;;No;No;No;No;No;No;;;No
623879;Landing Page Submission;Direct Traffic;No;No;0;2;182;2;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;;;Yes
623851;API;Chat;No;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
623832;Landing Page Submission;Organic Search;No;No;0;3;166;3;Email Opened;Supply Chain Management;Unemployed;No;No;No;No;No;No;;;Yes
623831;Landing Page Submission;Direct Traffic;No;No;0;9;404;3;Page Visited on Website;E-COMMERCE;Unemployed;No;No;No;No;No;No;;;No
623822;Landing Page Submission;Google;No;No;0;3;311;3;Email Opened;Banking, Investment And Insurance;;No;No;No;No;No;No;;;No
623814;Landing Page Submission;Organic Search;No;No;0;6;368;6;Page Visited on Website;Human Resource Management;;No;No;No;No;No;No;;;Yes
623794;Landing Page Submission;Direct Traffic;No;No;1;2;1552;2;Email Opened;Supply Chain Management;Working Professional;No;No;No;No;No;No;;;No
623790;API;Chat;Yes;No;0;0;0;0;Email Bounced;;;No;No;No;No;No;No;;;No
623781;Landing Page Submission;Direct Traffic;No;No;0;2;1343;2;Email Opened;Finance Management;;No;No;No;No;No;No;;;Yes
623780;API;Chat;No;No;1;3;62;3;Email Opened;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;14;16;No
623770;Landing Page Submission;Direct Traffic;No;No;1;10;151;3.33;SMS Sent;Operations Management;Unemployed;No;No;No;No;No;No;14;18;Yes
623768;Landing Page Submission;Google;No;No;0;4;245;4;Email Opened;Finance Management;Working Professional;No;No;No;No;No;No;;;No
623749;API;Chat;No;No;0;1;284;1;Page Visited on Website;;;No;No;No;No;No;No;;;No
623733;Landing Page Submission;Organic Search;No;No;0;5;227;5;Email Opened;Operations Management;Unemployed;No;No;No;No;No;No;;;Yes
623730;Landing Page Submission;Direct Traffic;No;No;0;4;266;4;Email Opened;Supply Chain Management;;No;No;No;No;No;No;;;Yes
623727;Landing Page Submission;Google;No;No;0;3;320;3;Form Submitted on Website;Marketing Management;;No;No;No;No;No;No;;;No
623715;Landing Page Submission;Direct Traffic;No;No;0;3;176;3;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;;;Yes
623713;Landing Page Submission;Google;No;No;0;4;374;4;Email Opened;IT Projects Management;Unemployed;No;No;No;No;No;No;;;No
623687;Landing Page Submission;Google;No;No;0;6;1236;6;Email Opened;International Business;Unemployed;No;No;No;No;No;No;;;Yes
623664;Landing Page Submission;Google;No;No;0;4;76;4;Email Opened;Marketing Management;;No;No;No;No;No;No;;;No
623651;Landing Page Submission;Direct Traffic;No;No;1;3;1146;3;Email Opened;E-COMMERCE;;No;No;No;No;No;No;;;Yes
623647;Landing Page Submission;Google;No;No;1;3;262;3;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;;;No
623627;Landing Page Submission;Organic Search;No;No;0;2;250;2;Converted to Lead;International Business;Unemployed;No;No;No;No;No;No;;;Yes
623622;API;Google;No;No;1;6;596;2;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
623604;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
623572;API;Google;No;No;0;2;1252;2;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
623554;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
623553;API;Google;No;No;1;2;795;1;SMS Sent;;;No;No;No;No;No;No;;;No
623551;API;Chat;No;No;1;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
623549;Landing Page Submission;Direct Traffic;No;No;0;3;151;1.5;Email Opened;Marketing Management;;No;No;No;No;No;No;;;Yes
623548;API;Google;No;No;1;2;1450;2;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;;;No
623537;Landing Page Submission;Direct Traffic;No;No;1;3;187;3;SMS Sent;Banking, Investment And Insurance;;No;No;No;No;No;No;;;Yes
623507;Landing Page Submission;Direct Traffic;No;No;0;2;848;2;Email Opened;Supply Chain Management;Unemployed;No;No;No;No;No;No;;;Yes
623498;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
623497;Landing Page Submission;Google;No;No;1;3;1353;3;SMS Sent;Finance Management;Unemployed;No;No;No;No;No;No;;;No
623494;Landing Page Submission;Organic Search;No;No;0;2;297;2;Converted to Lead;Human Resource Management;Unemployed;No;No;No;No;No;No;;;Yes
623484;API;Chat;No;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
623471;Landing Page Submission;Direct Traffic;No;No;1;4;949;2;SMS Sent;Finance Management;Working Professional;No;No;No;No;No;No;;;Yes
623467;API;Google;No;No;0;2;138;1;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
623457;Landing Page Submission;Direct Traffic;No;No;0;3;138;3;Email Opened;Operations Management;;No;No;No;No;No;No;;;Yes
623455;Landing Page Submission;Direct Traffic;No;No;1;3;1049;3;Unreachable;Supply Chain Management;Unemployed;No;No;No;No;No;No;15;18;Yes
623429;API;Organic Search;No;No;0;4;23;2;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
623427;Lead Add Form;Reference;No;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
623426;Landing Page Submission;Google;No;No;0;3;366;3;Page Visited on Website;Human Resource Management;;No;No;No;No;No;No;;;No
623420;Landing Page Submission;Direct Traffic;No;No;1;3;139;3;Email Opened;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;;;Yes
623408;Lead Add Form;Reference;No;No;0;0;0;0;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;14;20;No
623400;Landing Page Submission;Google;No;No;0;4;1623;4;Email Opened;Finance Management;;No;No;No;No;No;No;;;No
623398;Landing Page Submission;Direct Traffic;No;No;1;2;1271;2;SMS Sent;Operations Management;Unemployed;No;No;No;No;No;No;;;No
623383;Landing Page Submission;Direct Traffic;No;No;0;15;415;7.5;Page Visited on Website;Travel and Tourism;;No;No;No;No;No;No;;;Yes
623382;Landing Page Submission;Direct Traffic;No;No;1;5;185;2.5;Email Opened;Finance Management;Working Professional;No;No;No;No;No;Yes;;;Yes
623381;Landing Page Submission;Organic Search;No;No;0;8;164;8;Email Opened;Retail Management;;No;No;No;No;No;No;;;Yes
623380;API;Chat;Yes;No;0;0;0;0;Email Bounced;;;No;No;No;No;No;No;;;No
623373;Landing Page Submission;Google;No;No;0;2;451;2;Converted to Lead;Marketing Management;Unemployed;No;No;No;No;No;No;;;No
623366;Landing Page Submission;Direct Traffic;No;No;0;4;298;4;SMS Sent;IT Projects Management;Unemployed;No;No;No;No;No;No;;;Yes
623355;Landing Page Submission;Organic Search;No;No;0;9;1211;3;Email Opened;Healthcare Management;;No;No;No;No;No;No;;;Yes
623349;Landing Page Submission;Google;No;No;1;6;320;3;Page Visited on Website;Human Resource Management;;No;No;No;No;No;No;;;No
623340;API;Google;No;No;1;4;1014;2;Page Visited on Website;Human Resource Management;Working Professional;No;No;No;No;No;No;;;No
623297;API;Google;No;No;1;2;1277;2;Email Opened;;;No;No;No;No;No;No;;;No
623294;API;Organic Search;No;No;1;9;1310;4.5;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
623290;Landing Page Submission;Organic Search;No;No;1;4;1264;2;SMS Sent;International Business;Unemployed;No;No;No;No;No;No;;;Yes
623265;Landing Page Submission;Google;No;No;1;7;146;3.5;SMS Sent;Human Resource Management;;No;No;No;No;No;No;;;No
623251;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
623223;Landing Page Submission;Direct Traffic;No;No;0;2;326;2;Email Opened;IT Projects Management;Unemployed;No;No;No;No;No;No;;;Yes
623213;Landing Page Submission;Direct Traffic;No;No;0;10;1448;5;Email Opened;Business Administration;Unemployed;Yes;No;No;No;No;No;;;No
623207;API;Organic Search;No;No;1;3;99;3;SMS Sent;Media and Advertising;Working Professional;No;No;No;No;No;No;;;No
623206;Landing Page Submission;Google;No;No;0;4;326;4;Email Opened;Finance Management;;No;No;No;No;No;No;;;No
623198;Landing Page Submission;Organic Search;No;No;1;7;1087;7;SMS Sent;E-Business;Unemployed;No;No;No;No;No;No;;;No
623197;API;Google;No;No;0;2;47;2;Converted to Lead;;;No;No;No;No;No;No;;;No
623195;Landing Page Submission;Google;No;No;0;4;239;4;Email Opened;Human Resource Management;;No;No;No;No;No;No;;;No
623183;API;Chat;No;No;0;0;0;0;SMS Sent;;;No;No;No;No;No;No;;;No
623167;Landing Page Submission;Google;No;No;1;5;1455;5;Chat Conversation;Banking, Investment And Insurance;Working Professional;No;No;No;No;No;No;;;Yes
623161;Landing Page Submission;Google;No;No;1;5;987;2.5;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;;;No
623158;Landing Page Submission;Direct Traffic;No;No;0;2;334;2;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;;;No
623138;Landing Page Submission;Direct Traffic;No;No;1;2;528;2;SMS Sent;International Business;Unemployed;No;No;No;No;No;No;;;Yes
623134;API;Chat;No;No;1;0;0;0;Email Opened;;;No;No;No;No;No;No;;;No
623130;Landing Page Submission;Direct Traffic;No;No;0;1;773;1;Converted to Lead;Hospitality Management;;No;No;No;No;No;No;;;Yes
623118;Landing Page Submission;Direct Traffic;No;No;0;4;190;2;Email Opened;Marketing Management;;No;No;No;No;No;No;;;Yes
623114;API;Chat;No;No;0;0;0;0;Email Opened;Marketing Management;Working Professional;No;No;No;No;No;No;;;No
623101;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
623095;Landing Page Submission;Google;No;No;0;4;34;4;Chat Conversation;Banking, Investment And Insurance;;No;No;No;No;No;No;;;No
623093;Landing Page Submission;Direct Traffic;No;No;0;2;1236;2;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;;;Yes
623088;API;Google;No;No;0;2;91;1;Email Opened;;;No;No;No;No;No;No;;;No
623084;Landing Page Submission;Google;No;No;0;8;310;2.67;Page Visited on Website;Supply Chain Management;Unemployed;No;No;No;No;No;No;;;Yes
623078;Landing Page Submission;Organic Search;No;No;0;4;645;4;Email Opened;Healthcare Management;;No;No;No;No;No;No;;;Yes
623064;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
623056;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
623030;API;Chat;No;No;0;0;0;0;Email Link Clicked;;;No;No;No;No;No;No;;;No
622997;Landing Page Submission;Direct Traffic;No;No;0;1;49;1;Converted to Lead;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;;;Yes
622995;Landing Page Submission;Direct Traffic;No;No;0;2;79;2;Email Opened;Banking, Investment And Insurance;Student;No;No;No;No;No;No;;;Yes
622950;Landing Page Submission;Direct Traffic;No;No;1;8;598;2;Email Opened;Operations Management;Unemployed;No;No;No;No;No;No;14;16;Yes
622916;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;;;No
622914;Landing Page Submission;Direct Traffic;No;No;0;4;492;4;Page Visited on Website;Finance Management;Unemployed;No;No;No;No;No;No;;;Yes
622875;Landing Page Submission;Direct Traffic;No;No;0;2;160;2;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;;;Yes
622866;API;Google;No;No;0;2;191;2;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
622859;Landing Page Submission;Direct Traffic;No;No;1;7;1576;7;Email Opened;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;;;Yes
622851;API;Chat;No;No;0;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
622840;Landing Page Submission;Direct Traffic;No;No;0;1;273;1;Converted to Lead;Finance Management;Unemployed;No;No;No;No;No;No;;;Yes
622839;Landing Page Submission;Direct Traffic;No;No;1;9;351;1.8;Email Link Clicked;Marketing Management;Unemployed;No;No;No;No;No;No;;;Yes
622838;Landing Page Submission;Direct Traffic;No;No;0;2;387;2;Email Opened;Operations Management;;No;No;No;No;No;No;;;Yes
622831;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;;;No
622822;Landing Page Submission;Google;No;No;1;3;130;3;SMS Sent;Retail Management;Working Professional;No;No;No;No;No;No;;;No
622783;Landing Page Submission;Direct Traffic;No;No;0;7;255;2.33;Page Visited on Website;Marketing Management;Unemployed;No;No;No;No;No;No;;;Yes
622773;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
622747;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
622730;Landing Page Submission;Direct Traffic;No;No;0;3;1625;3;Converted to Lead;Marketing Management;Unemployed;No;No;No;No;No;No;;;Yes
622727;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;;;No
622726;API;Google;No;No;0;2;344;2;Email Opened;;;No;No;No;No;No;No;;;No
622713;Landing Page Submission;Google;No;No;0;5;88;5;SMS Sent;IT Projects Management;;No;No;No;No;No;No;;;No
622705;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
622701;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;;;No
622698;Landing Page Submission;Google;No;No;0;5;406;5;SMS Sent;Finance Management;Unemployed;No;No;No;No;No;No;;;No
622684;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;;;No
622658;Landing Page Submission;Direct Traffic;No;No;1;2;1366;2;Email Opened;Human Resource Management;Working Professional;No;No;No;No;No;No;;;Yes
622655;Landing Page Submission;Google;No;No;0;2;45;2;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;;;No
622653;API;Google;No;No;1;3;886;1.5;Page Visited on Website;;;No;No;No;No;No;No;;;No
622643;Landing Page Submission;Google;No;No;0;1;1403;1;Converted to Lead;Marketing Management;;No;No;No;No;No;No;;;No
622642;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;;;No
622641;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
622634;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
622631;Landing Page Submission;Google;No;No;1;5;1761;5;Email Opened;Operations Management;;No;No;No;No;No;No;;;No
622630;API;Referral Sites;No;No;0;3;536;3;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
622617;Landing Page Submission;Direct Traffic;No;No;0;4;234;4;Email Link Clicked;Finance Management;Unemployed;No;No;No;No;No;No;;;Yes
622608;Landing Page Submission;Google;No;No;1;4;1266;4;Email Opened;Marketing Management;Unemployed;No;No;No;No;No;No;;;No
622595;API;Google;No;No;0;3;1272;3;Converted to Lead;;;No;No;No;No;No;No;;;No
622584;Landing Page Submission;Direct Traffic;No;No;0;1;36;1;Converted to Lead;International Business;Unemployed;No;No;No;No;No;No;;;Yes
622576;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
622575;Landing Page Submission;Direct Traffic;No;No;1;4;116;4;SMS Sent;Supply Chain Management;Unemployed;No;No;No;No;No;No;;;No
622566;API;Organic Search;No;No;0;18;91;3.6;Page Visited on Website;Select;Unemployed;No;No;No;No;No;No;;;No
622564;Landing Page Submission;Direct Traffic;No;No;1;3;1277;3;Email Opened;Human Resource Management;;No;No;No;No;No;No;;;Yes
622545;Landing Page Submission;Google;No;No;0;4;475;4;Email Opened;IT Projects Management;Unemployed;No;No;No;No;No;No;;;No
622543;Landing Page Submission;Organic Search;No;No;1;3;1625;3;Email Opened;Healthcare Management;Unemployed;No;No;No;No;No;No;;;Yes
622534;API;Google;No;No;1;2;727;2;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
622529;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
622517;Landing Page Submission;Organic Search;No;No;1;6;1073;2;SMS Sent;Marketing Management;Unemployed;No;No;No;No;No;No;;;Yes
622513;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;;;No
622512;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
622505;Landing Page Submission;Google;No;No;1;3;1399;3;SMS Sent;Marketing Management;Unemployed;No;No;No;No;No;No;;;No
622495;Landing Page Submission;Google;No;No;1;4;1136;4;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;;;No
622488;API;Google;Yes;No;0;4;420;1;Email Bounced;;;No;No;No;No;No;No;;;No
622478;Landing Page Submission;Direct Traffic;No;No;1;5;1320;5;SMS Sent;Human Resource Management;Unemployed;No;No;No;No;No;No;;;No
622472;API;Chat;No;No;1;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
622460;Landing Page Submission;Google;No;No;1;6;1069;6;SMS Sent;Operations Management;Unemployed;No;No;No;No;No;No;;;No
622433;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
622423;Landing Page Submission;Google;No;No;0;8;221;4;Email Opened;Operations Management;Unemployed;No;No;No;No;No;No;;;No
622413;Landing Page Submission;Direct Traffic;No;No;1;2;1520;2;SMS Sent;Marketing Management;Working Professional;No;No;No;No;No;No;;;Yes
622410;Landing Page Submission;Google;No;No;0;2;694;1;Unreachable;Marketing Management;Unemployed;No;No;No;No;No;No;13;18;Yes
622403;Lead Add Form;;Yes;No;0;;44;;Email Bounced;Select;Unemployed;No;No;No;No;No;No;;;No
622400;Landing Page Submission;Google;No;No;1;3;1137;1.5;SMS Sent;Operations Management;Unemployed;No;No;No;No;No;No;;;No
622395;Landing Page Submission;Google;No;No;0;4;74;4;Email Opened;IT Projects Management;Unemployed;No;No;No;No;No;No;;;No
622385;API;Organic Search;No;No;0;1;299;1;Converted to Lead;Select;Unemployed;No;No;No;No;No;No;;;No
622372;Lead Add Form;Reference;No;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
622371;Landing Page Submission;Direct Traffic;No;No;1;2;1284;2;Email Opened;Marketing Management;;No;No;No;No;No;No;;;Yes
622366;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
622363;API;Google;No;No;1;2;145;1;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
622357;Landing Page Submission;Direct Traffic;No;No;1;3;1218;1.5;Email Opened;Marketing Management;;No;No;No;No;No;No;15;18;Yes
622344;Landing Page Submission;Direct Traffic;No;No;1;2;1439;2;Email Opened;Healthcare Management;Working Professional;No;No;No;No;No;No;;;Yes
622325;API;Chat;No;No;0;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
622322;Landing Page Submission;Direct Traffic;No;No;0;3;4;3;Email Opened;Human Resource Management;Unemployed;No;No;No;No;No;No;;;Yes
622305;API;Google;No;No;0;3;1054;3;Email Opened;Media and Advertising;Unemployed;No;No;No;No;No;No;;;No
622296;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;;;No
622295;API;Google;No;No;1;4;734;4;SMS Sent;Operations Management;Unemployed;No;No;No;No;No;No;;;No
622288;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;;;No
622285;API;Google;No;No;1;2;957;2;SMS Sent;Marketing Management;Unemployed;No;No;No;No;No;No;;;No
622280;Lead Add Form;;Yes;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
622276;API;Google;No;No;1;5;1224;1.67;Page Visited on Website;Select;Unemployed;No;No;No;No;No;No;;;No
622275;API;Google;No;No;0;4;127;2;Email Opened;IT Projects Management;Unemployed;No;No;No;No;No;No;;;No
622240;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
622227;API;Chat;No;No;0;0;0;0;Chat Conversation;Select;Unemployed;No;No;No;No;No;No;;;No
622218;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;;;No
622214;Landing Page Submission;Direct Traffic;No;No;1;7;543;3.5;Email Opened;Human Resource Management;;No;No;No;No;No;No;;;Yes
622204;Landing Page Submission;Direct Traffic;No;No;1;6;1081;3;SMS Sent;Business Administration;Unemployed;No;No;No;No;No;No;;;Yes
622189;API;Organic Search;No;No;1;5;277;2.5;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
622180;Landing Page Submission;Direct Traffic;Yes;No;0;3;227;1.5;Page Visited on Website;Rural and Agribusiness;Unemployed;No;No;No;No;No;No;;;Yes
622177;Landing Page Submission;Direct Traffic;Yes;No;0;1;555;1;Email Bounced;Retail Management;;No;No;No;No;No;No;;;Yes
622172;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
622158;Landing Page Submission;Direct Traffic;No;No;1;3;1563;3;Email Opened;Retail Management;;No;No;No;No;No;No;;;Yes
622145;Lead Add Form;Reference;No;No;1;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
622143;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
622142;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;;;No
622118;API;Chat;No;No;1;0;0;0;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
622101;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
622097;API;Chat;No;No;1;0;0;0;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
622093;Landing Page Submission;Google;No;No;1;4;1179;2;Email Opened;International Business;Unemployed;No;No;No;No;No;No;;;No
622090;Landing Page Submission;Google;No;No;0;14;1602;7;Page Visited on Website;Finance Management;Unemployed;No;No;No;No;No;No;;;No
622089;API;Google;No;No;1;3;633;3;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
622084;API;Google;Yes;No;0;2;385;2;Page Visited on Website;;;No;No;No;No;No;No;;;No
622076;API;Google;No;No;0;2;253;1;Chat Conversation;;;No;No;No;No;No;No;;;No
622072;Landing Page Submission;Direct Traffic;No;No;1;11;746;2.75;SMS Sent;Retail Management;Working Professional;No;No;No;No;No;No;;;Yes
622056;Landing Page Submission;Google;No;No;0;5;448;2.5;Page Visited on Website;Human Resource Management;;No;No;No;No;No;No;;;No
622052;Landing Page Submission;Organic Search;No;No;1;10;1672;10;SMS Sent;E-COMMERCE;;No;No;No;No;No;No;;;Yes
622036;Landing Page Submission;Direct Traffic;No;No;0;5;458;2.5;Email Opened;Business Administration;Unemployed;No;No;No;No;No;No;;;No
621999;Landing Page Submission;Organic Search;No;No;0;6;589;2;Email Opened;Media and Advertising;;No;No;No;No;No;No;;;Yes
621998;Landing Page Submission;Organic Search;No;No;0;6;208;6;Page Visited on Website;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;;;Yes
621993;Landing Page Submission;Direct Traffic;Yes;No;0;2;111;2;SMS Sent;Finance Management;Unemployed;No;No;No;No;No;No;;;Yes
621978;Landing Page Submission;Direct Traffic;No;No;1;10;1450;5;SMS Sent;Human Resource Management;Unemployed;No;No;No;No;No;No;;;Yes
621976;API;Google;No;No;1;7;241;7;SMS Sent;Select;Unemployed;No;No;No;No;No;No;;;No
621941;Landing Page Submission;Direct Traffic;No;No;1;2;367;2;SMS Sent;Operations Management;;No;No;No;No;No;No;;;No
621922;API;Chat;No;No;0;0;0;0;Email Opened;;;No;No;No;No;No;No;;;No
621899;Landing Page Submission;Direct Traffic;No;No;0;4;283;4;SMS Sent;;;No;No;No;No;No;No;;;No
621884;Landing Page Submission;Direct Traffic;No;No;1;9;40;3;Form Submitted on Website;Finance Management;Unemployed;No;No;No;No;No;No;14;18;Yes
621870;Landing Page Submission;Google;No;No;0;1;81;1;Converted to Lead;Operations Management;;No;No;No;No;No;No;;;No
621856;Landing Page Submission;Direct Traffic;No;No;1;10;1523;2.5;Email Opened;Healthcare Management;Working Professional;No;No;No;No;No;No;;;Yes
621837;Landing Page Submission;Organic Search;No;No;0;21;230;5.25;Page Visited on Website;Travel and Tourism;;No;No;No;No;No;No;16;16;Yes
621812;Landing Page Submission;Google;No;No;0;3;127;3;Email Opened;E-Business;Unemployed;No;No;No;No;No;No;;;No
621770;API;Organic Search;No;No;0;5;154;5;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
621766;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;17;15;No
621746;API;Organic Search;No;No;0;3;206;1.5;Converted to Lead;Select;Unemployed;No;No;No;No;No;No;13;15;No
621743;API;Chat;No;No;0;0;0;0;Chat Conversation;;;No;No;No;No;No;No;;;No
621739;Landing Page Submission;Organic Search;No;No;0;3;402;1.5;Had a Phone Conversation;Human Resource Management;Unemployed;No;No;No;No;No;No;14;18;Yes
621735;API;Chat;No;No;0;2;8;1;Email Opened;Operations Management;Unemployed;No;No;No;No;No;No;;;No
621733;Landing Page Submission;Direct Traffic;No;No;0;2;201;2;Email Opened;Marketing Management;;No;No;No;No;No;No;;;Yes
621704;API;Google;No;No;0;7;1514;3.5;Email Opened;Select;Unemployed;No;No;No;No;No;No;;;No
621698;Landing Page Submission;Direct Traffic;No;No;0;1;961;1;Converted to Lead;Banking, Investment And Insurance;Unemployed;No;No;No;No;No;No;;;Yes
621676;Landing Page Submission;Direct Traffic;No;No;0;2;739;2;Email Opened;Finance Management;Unemployed;No;No;No;No;No;No;;;Yes
